# Directed graph
# Simulated Graph
# Nodes: 100; Edges: 9912; k: 5; Generated Cliques: 10000
# FromNodeId	ToNodeId
79	95
65	63
93	68
6	3
45	64
37	89
13	42
57	80
84	92
79	3
68	16
96	23
77	55
15	34
19	36
14	84
6	48
49	87
48	83
75	0
90	87
15	72
18	62
97	1
77	64
97	34
25	63
74	74
47	6
52	46
46	4
80	14
21	10
3	95
63	13
2	95
88	94
14	78
81	67
49	41
28	2
40	89
50	54
55	76
48	57
85	28
18	82
55	59
2	17
72	60
45	85
56	52
79	59
88	62
64	65
31	98
56	61
44	58
10	16
37	33
40	47
26	61
91	84
62	97
72	9
99	65
1	83
76	74
71	17
46	35
58	12
33	26
46	17
76	62
18	68
27	23
88	83
58	29
63	98
29	36
97	33
64	66
0	24
41	0
79	55
92	86
32	49
43	79
14	14
86	25
75	99
81	60
0	6
45	37
43	24
29	68
69	78
70	43
76	54
11	9
62	51
48	88
50	42
65	6
6	62
90	8
0	3
85	57
58	73
87	36
86	29
42	75
93	39
63	63
89	9
97	64
74	29
2	31
3	27
74	78
60	99
78	78
45	75
68	19
93	81
69	40
49	9
44	52
56	43
54	28
88	61
46	16
37	65
84	60
6	30
54	87
75	55
21	84
40	58
7	41
39	85
65	86
42	32
79	50
88	90
87	68
71	85
67	48
64	9
75	19
77	20
32	51
70	94
72	92
44	26
78	3
60	70
12	79
57	7
44	97
9	81
3	0
26	40
94	22
57	74
79	80
78	64
63	84
78	88
52	69
70	28
53	25
10	41
70	8
18	41
99	51
16	64
7	26
42	77
73	72
40	98
16	72
19	46
73	24
34	71
66	24
2	1
86	9
37	69
90	89
25	56
41	50
69	51
29	79
33	40
22	20
35	25
8	12
63	72
1	72
7	29
30	3
73	80
46	40
0	21
37	53
58	15
17	8
72	44
98	76
59	94
39	33
22	24
62	16
48	58
70	33
93	66
67	98
20	89
74	86
94	81
89	50
26	19
48	41
14	80
15	60
89	52
91	72
0	60
93	48
79	53
79	93
66	81
57	60
31	82
72	99
29	31
22	53
22	96
1	34
89	28
93	14
11	1
63	26
23	88
71	77
37	24
63	40
80	97
28	32
3	80
64	64
57	35
42	67
76	17
75	74
95	29
68	34
51	8
72	72
79	17
70	90
22	16
11	17
64	98
48	6
2	26
76	4
97	48
81	90
12	94
89	55
74	51
56	94
61	41
33	10
45	6
74	66
58	69
0	65
94	9
11	49
82	29
76	19
28	53
48	93
59	39
6	82
8	65
65	94
4	48
72	29
21	96
94	68
10	77
28	94
34	76
13	45
0	44
23	37
61	37
27	74
32	1
0	63
66	84
90	7
68	94
97	58
52	83
69	73
31	41
37	7
2	80
87	46
15	10
47	95
65	59
73	15
90	32
8	38
80	13
5	91
35	43
52	75
99	89
15	73
62	39
80	16
48	74
30	97
86	37
40	13
51	58
11	18
37	5
67	80
58	79
45	70
96	65
59	10
81	99
99	45
76	72
38	75
40	86
61	93
8	74
27	85
4	10
87	34
12	58
20	49
23	26
62	85
86	23
14	73
69	39
79	36
41	57
60	88
65	1
12	73
59	17
81	7
15	6
79	88
29	90
46	6
20	35
93	43
68	0
17	82
25	52
41	59
85	98
94	5
45	59
96	34
87	5
7	13
43	19
91	73
23	44
51	73
1	35
13	98
45	88
72	64
89	67
82	68
9	63
88	40
46	11
8	25
35	90
69	45
84	3
2	21
8	16
7	51
6	84
9	14
79	18
52	23
22	63
91	78
60	39
41	42
36	72
4	23
77	84
9	19
6	46
37	49
66	79
3	52
57	3
89	11
3	2
95	52
64	50
70	34
53	3
24	10
87	38
53	41
20	23
96	44
6	70
78	40
71	79
22	83
23	11
51	75
76	55
12	52
89	31
97	8
92	67
98	87
23	18
98	29
49	99
55	89
25	38
51	91
20	39
95	15
52	18
72	4
62	20
17	21
64	4
13	88
85	99
79	2
29	26
80	60
11	43
4	57
28	38
1	88
12	62
23	52
87	9
92	79
30	24
54	80
81	75
26	42
69	80
6	63
46	23
79	85
96	62
25	82
75	45
27	8
42	64
14	40
2	57
8	27
44	48
38	90
15	13
99	83
84	59
84	1
88	46
24	84
94	56
26	31
11	82
83	51
8	48
55	38
49	91
72	58
72	61
91	28
81	4
27	22
83	74
11	14
56	26
81	37
57	41
75	46
61	14
45	15
9	98
8	4
16	56
61	19
20	51
20	67
68	60
22	55
95	17
50	15
6	34
62	12
70	68
90	59
98	58
81	33
35	40
19	32
53	73
5	45
68	82
32	52
49	18
23	94
6	75
90	99
30	20
60	0
8	54
83	7
88	25
15	87
19	57
99	70
41	96
87	33
76	1
89	59
80	7
21	71
93	26
92	46
48	34
92	83
6	99
40	23
57	87
42	48
94	66
15	78
81	94
63	60
17	13
95	32
28	43
93	75
78	28
53	11
14	38
80	92
31	9
52	25
2	40
55	22
88	80
11	20
6	83
70	82
63	46
84	46
88	6
19	34
27	52
18	15
84	30
33	4
44	92
78	36
15	71
65	98
98	81
69	5
14	35
78	50
87	98
27	19
12	68
8	92
21	11
35	50
73	30
41	19
26	56
23	74
83	46
33	70
74	8
14	2
9	97
44	35
12	36
48	73
16	50
0	87
96	96
99	25
0	90
31	75
58	22
82	26
55	82
74	88
4	26
57	29
10	91
23	51
66	83
39	55
85	97
4	28
59	58
78	87
88	4
52	78
64	21
54	16
52	82
99	61
22	99
35	42
59	96
87	62
35	33
43	15
25	53
71	92
2	90
20	22
3	38
18	97
59	36
62	9
41	39
47	57
97	15
51	82
15	59
66	32
84	81
7	90
81	19
52	32
61	56
56	32
99	74
74	60
38	31
96	11
13	81
70	99
17	35
44	78
10	5
25	45
78	54
80	78
72	54
71	31
88	2
11	97
8	68
99	86
22	72
21	19
49	94
5	8
20	94
94	20
20	75
75	20
20	46
46	20
20	97
97	20
94	75
75	94
94	46
46	94
94	97
97	94
46	75
75	97
97	75
97	46
33	32
32	33
33	34
34	33
33	65
65	33
33	35
32	34
32	65
65	32
32	35
35	32
34	65
65	34
34	35
35	34
65	35
35	65
26	93
26	67
67	26
26	15
15	26
26	87
87	26
93	15
15	93
93	87
87	93
67	15
15	67
67	87
87	67
87	15
98	3
3	98
98	86
86	98
98	75
75	98
98	59
59	98
3	86
86	3
3	75
75	3
3	59
59	3
86	75
75	86
86	59
75	59
59	75
13	95
95	13
13	35
35	13
13	5
5	13
13	18
18	13
95	35
35	95
95	5
5	95
95	18
18	95
35	5
5	35
35	18
18	35
5	18
18	5
12	83
83	12
12	72
72	12
12	43
43	12
73	12
83	72
72	83
83	43
43	83
83	73
73	83
72	43
43	72
72	73
43	73
73	43
10	71
71	10
10	54
54	10
10	33
10	61
61	10
71	54
54	71
71	33
33	71
71	61
61	71
54	33
33	54
54	61
61	54
33	61
61	33
53	90
90	53
53	2
2	53
53	51
51	53
53	4
90	2
90	51
51	90
90	4
4	90
2	51
51	2
2	4
4	2
51	4
4	51
32	19
32	20
20	32
32	46
46	32
32	96
96	32
19	20
20	19
46	19
19	96
96	19
20	96
96	20
46	96
96	46
36	69
69	36
36	9
9	36
36	40
40	36
36	50
50	36
69	9
9	69
40	69
69	50
50	69
9	40
40	9
9	50
50	9
40	50
50	40
8	97
97	54
54	97
97	76
76	97
97	87
87	97
54	8
8	76
76	8
8	87
87	8
54	76
87	54
76	87
87	76
34	96
96	63
63	96
96	83
83	96
96	89
89	96
34	63
63	34
34	83
83	34
89	34
63	83
83	63
63	89
89	63
83	89
89	83
66	50
50	66
66	80
80	66
66	46
46	66
66	95
95	66
50	80
80	50
46	50
50	95
95	50
80	46
46	80
80	95
95	80
46	95
95	46
34	64
64	34
34	13
13	34
34	59
59	34
34	93
93	34
64	13
13	64
64	59
59	64
64	93
93	64
13	59
59	13
13	93
93	13
59	93
93	59
97	53
53	97
97	19
19	97
97	6
6	97
97	18
53	19
53	6
6	53
53	18
18	53
19	6
19	18
18	19
6	18
18	6
98	84
84	98
98	31
98	82
82	98
98	99
99	98
84	31
31	84
84	82
82	84
84	99
99	84
82	31
31	99
99	31
82	99
99	82
19	17
17	19
19	29
29	19
19	63
63	19
19	86
86	19
17	29
29	17
17	63
63	17
17	86
86	17
29	63
63	29
29	86
63	86
86	63
77	8
8	77
77	4
4	77
77	26
26	77
77	98
98	77
4	8
8	26
26	8
8	98
98	8
26	4
98	4
26	98
98	26
9	57
57	9
9	80
80	9
9	4
4	9
9	28
28	9
80	57
57	4
57	28
28	57
80	4
4	80
80	28
28	80
28	4
71	26
26	71
71	36
36	71
71	20
20	71
26	36
36	26
26	10
10	26
26	20
20	26
10	36
36	20
20	36
10	20
20	10
25	47
47	25
38	25
25	57
57	25
47	52
52	47
47	38
38	47
57	47
52	38
38	52
52	57
57	52
38	57
57	38
16	60
60	16
16	3
16	9
9	16
16	89
89	16
60	3
3	60
60	9
9	60
60	89
89	60
3	9
9	3
3	89
89	3
9	89
30	74
74	30
15	30
30	10
10	30
30	56
56	30
74	15
15	74
74	10
10	74
74	56
56	74
10	15
15	56
56	15
10	56
56	10
2	14
14	66
66	14
48	14
14	77
77	14
2	66
2	48
48	2
2	77
77	2
66	48
48	66
66	77
77	66
48	77
77	48
74	99
99	33
33	99
99	73
73	99
61	99
74	33
33	74
74	73
73	74
61	74
33	73
73	33
73	61
61	73
50	37
37	50
50	53
53	50
50	63
63	50
50	17
17	50
53	37
37	63
63	37
37	17
17	37
53	63
63	53
53	17
17	53
89	69
69	89
89	54
54	89
89	1
1	89
89	43
43	89
69	54
54	69
69	1
1	69
69	43
43	69
54	1
1	54
54	43
43	54
1	43
43	1
81	12
12	81
81	50
50	81
81	80
80	81
81	87
87	81
12	50
50	12
12	80
80	12
12	87
87	12
50	87
87	50
80	87
87	80
91	3
3	91
61	91
91	69
69	91
91	83
3	61
61	3
3	69
69	3
3	83
83	3
61	69
61	83
69	83
83	69
75	8
8	75
75	27
27	75
75	18
18	75
8	3
3	8
8	18
18	8
27	3
27	18
18	27
3	18
18	3
17	97
97	17
17	59
17	80
80	17
17	69
69	17
97	59
59	97
97	80
97	69
69	97
59	80
80	59
59	69
69	59
80	69
94	76
76	94
94	82
82	94
94	29
29	94
94	70
76	82
82	76
76	29
29	76
76	70
70	76
29	82
82	70
29	70
70	29
54	36
36	54
54	6
6	54
92	54
54	56
56	54
36	6
6	36
36	92
92	36
36	56
56	36
6	92
92	6
6	56
56	6
92	56
56	92
18	26
26	18
82	18
18	38
38	18
18	4
4	18
26	82
26	38
38	26
82	38
38	82
82	4
4	82
38	4
4	38
41	98
98	41
41	15
15	41
41	2
2	41
41	92
92	41
98	15
15	98
98	2
2	98
98	92
92	98
15	2
2	15
15	92
92	15
2	92
92	2
8	84
8	5
59	8
8	37
37	8
84	5
5	84
59	84
84	37
37	84
5	59
59	5
5	37
59	37
37	59
40	5
5	40
40	37
37	40
40	87
87	40
40	80
80	40
5	87
5	80
80	5
37	87
87	37
37	80
80	37
97	72
72	97
97	81
81	97
97	61
61	97
72	81
81	72
61	72
72	6
6	72
81	61
61	81
81	6
6	81
61	6
6	61
0	8
8	67
67	8
74	27
74	0
0	74
74	67
67	74
27	0
0	27
27	67
67	27
0	67
67	0
49	85
85	49
49	19
19	49
49	3
3	49
49	25
25	49
85	19
19	85
85	3
3	85
85	25
19	3
3	19
19	25
25	19
3	25
25	3
67	39
39	67
67	84
84	67
67	1
1	67
67	5
5	67
39	84
84	39
39	1
1	39
39	5
5	39
1	84
1	5
5	1
25	64
64	25
25	8
25	7
7	25
25	65
65	25
64	8
8	64
64	7
7	64
65	64
8	7
7	8
65	8
7	65
65	7
87	31
31	87
87	45
45	87
87	44
44	87
31	45
45	31
31	44
44	31
31	76
76	31
45	44
44	45
45	76
76	45
44	76
76	44
45	22
22	45
45	25
45	81
45	23
23	45
22	25
25	22
22	81
81	22
22	23
23	22
25	81
81	25
25	23
23	25
81	23
23	81
64	27
27	64
64	1
1	64
64	84
84	64
27	97
97	27
1	27
27	84
84	27
1	97
97	84
84	97
67	9
9	67
3	67
93	1
1	93
93	9
9	93
93	3
3	93
1	9
9	1
1	3
3	1
38	3
3	55
55	3
3	76
76	3
69	38
38	69
69	55
69	76
76	69
38	76
76	38
85	46
46	85
85	92
92	85
85	24
24	85
85	14
14	85
46	92
46	24
24	46
46	14
92	24
24	92
92	14
14	92
24	14
14	24
78	15
88	78
78	45
45	78
78	73
73	78
15	88
88	15
15	45
88	45
88	73
73	88
45	73
73	45
36	25
25	36
36	3
3	36
36	0
0	36
36	51
51	36
25	0
0	25
25	51
51	25
3	51
51	3
0	51
51	0
41	18
41	91
91	41
41	48
18	91
91	18
18	92
92	18
18	48
91	92
92	91
91	48
48	91
92	48
48	92
20	52
52	20
20	12
12	20
20	72
20	90
90	20
52	12
52	72
72	52
52	90
90	52
90	12
72	90
90	72
36	77
77	36
40	77
77	40
40	92
92	40
69	77
77	69
69	92
92	69
77	92
92	77
29	13
13	29
29	5
5	29
29	88
13	17
88	13
5	17
17	5
5	88
88	5
17	88
88	17
63	21
21	63
40	63
63	65
21	40
40	21
21	65
65	21
21	83
83	21
40	65
65	40
40	83
83	40
65	83
83	65
99	14
14	99
99	94
94	99
99	30
30	99
99	68
68	99
14	94
94	14
14	30
30	14
14	68
68	14
94	30
30	94
68	30
17	77
77	17
17	62
62	17
17	14
14	17
17	85
85	17
77	62
62	77
77	85
85	77
62	14
14	62
85	62
85	15
15	85
28	85
57	85
17	15
15	17
17	28
28	17
17	57
57	17
15	28
28	15
15	57
57	15
7	94
94	83
83	94
94	61
61	94
7	83
7	56
56	7
7	61
61	7
83	56
56	83
14	75
75	14
14	65
65	14
14	47
48	75
75	48
48	65
65	48
48	47
47	48
75	65
65	75
75	47
47	75
65	47
47	65
65	11
11	65
65	44
44	65
65	17
17	65
65	77
77	65
11	44
44	11
17	11
11	77
77	11
44	17
17	44
44	77
77	44
68	50
50	68
68	65
65	68
48	68
68	23
23	68
50	65
65	50
50	48
48	50
50	23
23	50
65	23
23	65
48	23
23	48
73	6
6	73
73	94
94	73
73	96
96	73
6	15
94	6
6	96
96	6
15	94
94	15
15	96
96	15
94	96
96	94
36	45
37	45
45	89
89	45
45	77
77	45
36	37
37	36
36	89
89	36
89	37
37	77
77	37
89	77
77	89
28	97
97	28
28	25
25	28
28	34
34	28
28	8
8	28
97	25
25	97
34	97
25	34
34	25
8	34
98	25
25	98
98	68
68	98
98	32
25	68
68	25
25	84
84	25
25	32
32	25
68	84
84	68
68	32
32	68
84	32
32	84
63	25
63	48
48	63
11	63
25	48
48	25
25	11
11	25
48	53
53	48
48	11
11	48
11	53
64	72
72	77
77	72
72	84
84	72
64	41
41	64
64	77
41	77
77	41
41	84
84	41
84	77
76	53
53	76
76	90
90	76
3	53
3	70
70	3
3	90
90	3
53	70
70	53
90	70
68	12
68	22
22	68
68	74
74	68
12	22
22	12
12	74
74	12
12	14
14	12
22	74
74	22
22	14
14	22
74	14
14	74
72	37
37	72
72	28
28	72
72	96
96	72
72	30
37	28
28	37
37	96
96	37
37	30
30	37
28	96
28	30
30	28
96	30
30	96
38	50
50	38
38	87
38	48
48	38
38	22
22	38
50	22
22	50
87	48
48	87
87	22
22	87
48	22
22	48
35	20
35	87
87	35
35	2
2	35
35	6
6	35
20	87
87	20
20	2
2	20
20	6
6	20
87	2
2	87
87	6
6	87
2	6
6	2
72	59
59	72
29	72
72	14
14	72
72	70
70	72
59	29
29	59
59	14
14	59
59	70
70	59
14	29
14	70
70	14
33	25
25	33
33	67
67	33
33	87
25	67
67	25
25	87
87	25
25	10
10	25
67	10
10	67
87	10
10	87
92	70
70	92
92	10
10	92
28	92
70	10
10	70
28	70
70	48
48	70
10	28
28	10
10	48
48	10
28	48
48	28
43	62
62	43
43	56
15	43
62	72
72	62
62	56
56	62
62	15
15	62
72	56
56	72
72	15
15	32
32	15
15	91
91	15
32	91
91	32
32	2
2	32
32	6
6	32
91	2
2	91
91	6
6	91
41	97
97	41
42	41
50	41
41	78
78	41
97	42
42	97
97	50
50	97
97	78
78	97
42	50
42	78
78	42
50	78
70	50
50	70
70	83
83	70
68	70
94	50
50	94
50	83
83	50
83	68
68	83
54	60
60	54
54	14
14	54
71	60
60	71
71	14
14	71
71	29
29	71
60	14
14	60
60	29
29	60
88	8
8	88
88	31
31	88
88	82
82	88
88	74
8	31
31	8
8	82
82	8
31	74
74	31
82	74
74	82
80	34
34	80
80	90
90	80
80	29
29	80
80	3
34	90
90	34
34	29
29	34
34	3
3	34
90	29
29	3
3	29
39	49
49	39
44	39
33	39
39	71
71	39
49	44
44	49
49	33
33	49
49	71
71	49
44	33
33	44
44	71
71	44
62	3
62	28
28	62
62	90
90	62
62	50
50	62
3	28
28	3
3	50
50	3
28	90
90	28
28	50
50	28
90	50
50	90
64	24
24	64
64	5
5	64
64	32
32	64
24	5
5	24
24	72
72	24
24	32
32	24
5	72
72	5
5	32
32	5
72	32
32	72
35	89
89	35
35	54
54	35
42	35
35	68
68	35
89	42
42	89
89	68
68	89
54	42
42	54
54	68
68	54
42	68
68	42
69	11
11	69
69	20
20	69
69	85
85	69
80	11
11	80
80	20
20	80
80	85
85	80
20	11
11	85
85	11
20	85
85	20
43	50
50	43
37	43
43	45
45	43
43	42
42	43
45	50
37	42
42	37
45	42
42	45
25	24
24	25
25	4
4	25
25	93
93	25
84	24
24	4
4	24
24	93
93	24
84	4
4	84
84	93
93	84
4	93
93	4
12	53
53	12
35	12
12	88
88	12
53	35
35	53
53	88
88	53
73	53
35	88
88	35
35	73
73	35
66	82
82	66
66	51
51	66
66	73
73	66
14	82
82	14
14	51
51	14
73	14
82	51
82	73
73	82
73	51
78	57
57	78
78	91
78	27
27	78
78	14
57	91
91	57
57	27
27	57
57	14
14	57
91	27
27	91
91	14
14	91
27	14
14	27
84	29
29	84
40	84
84	94
94	84
29	40
40	29
29	27
27	29
40	27
27	40
40	94
94	40
27	94
94	27
89	26
26	89
89	29
29	89
89	88
88	89
89	12
12	89
26	29
26	88
88	26
26	12
12	26
29	12
12	29
51	95
95	51
51	96
96	51
51	28
28	51
66	96
96	66
66	28
28	66
95	96
96	95
95	28
28	95
28	69
69	28
28	24
24	28
28	45
45	28
69	24
24	69
69	10
10	69
45	69
24	45
45	24
10	45
45	10
30	48
48	30
30	65
65	30
30	2
2	30
30	40
40	30
48	40
40	48
65	2
2	65
40	2
6	16
16	55
16	34
34	16
3	6
6	55
55	6
34	6
55	34
34	55
41	88
88	41
33	41
64	88
88	64
64	57
57	64
64	33
33	64
88	57
57	88
88	33
33	88
57	33
33	57
52	34
34	52
52	11
11	52
52	96
96	52
52	71
71	52
34	11
11	34
71	34
11	96
11	71
71	11
96	71
71	96
96	82
82	96
96	50
50	96
96	36
36	96
82	50
50	82
82	36
36	82
73	50
50	73
73	36
47	86
86	47
47	71
71	47
47	13
13	47
86	71
71	86
86	13
13	86
86	65
71	13
13	71
71	65
65	71
13	65
65	13
24	29
29	24
24	0
24	79
79	24
24	2
29	0
79	29
29	2
2	29
0	79
79	0
2	0
2	79
9	10
10	9
9	42
42	9
9	12
12	9
9	66
66	9
10	42
42	10
10	12
12	10
10	66
66	10
42	12
12	42
42	66
66	42
12	66
66	12
43	44
43	61
61	43
43	27
27	43
43	5
5	43
44	61
61	44
44	27
27	44
44	5
5	44
61	27
27	61
61	5
5	61
27	5
5	27
50	13
13	50
50	16
45	13
13	16
16	13
13	9
9	13
45	16
16	45
45	9
9	45
58	90
90	58
58	4
4	58
58	26
26	58
58	67
67	58
90	26
26	90
90	67
67	90
4	67
67	4
2	97
97	2
85	2
97	85
15	97
97	30
85	30
30	85
15	31
31	15
15	89
89	15
31	6
6	31
31	89
31	94
94	31
6	89
89	6
94	89
54	95
95	54
54	81
81	54
54	15
15	54
28	54
95	81
81	95
15	95
81	15
15	81
81	28
28	81
48	59
59	48
48	98
98	48
48	71
71	48
59	71
71	59
98	70
70	98
98	71
71	98
70	71
71	70
40	28
28	40
40	88
40	16
16	40
28	88
88	28
28	16
16	28
50	88
88	50
88	16
16	88
55	98
98	55
55	74
74	55
55	99
99	55
98	74
74	98
74	3
3	74
3	99
99	3
0	38
38	0
0	94
94	0
0	95
95	0
38	67
67	38
38	94
94	38
38	95
95	38
67	94
94	67
67	95
95	67
94	95
95	94
53	32
32	53
53	62
62	53
53	47
47	53
53	34
34	53
32	62
62	32
32	47
47	32
62	47
47	62
62	34
34	62
47	34
34	47
74	18
18	74
74	92
92	74
74	26
26	74
74	85
85	74
18	85
85	18
92	26
26	92
26	85
85	26
79	28
28	79
79	82
82	79
79	5
5	79
79	58
28	82
28	5
5	28
28	58
58	28
82	5
5	82
82	58
58	82
5	58
58	5
7	67
67	31
31	67
67	65
65	67
14	67
7	31
31	7
7	14
14	7
31	65
65	31
31	14
14	31
29	48
48	29
29	21
21	29
29	52
29	30
30	29
48	21
21	48
48	52
52	48
21	52
52	21
21	30
30	21
52	30
30	52
34	23
23	34
34	40
40	34
34	56
56	34
59	23
23	59
59	40
40	59
59	56
56	59
23	40
23	56
56	23
40	56
56	40
71	53
53	71
31	71
71	46
46	71
53	52
52	53
53	31
31	53
53	46
46	53
52	31
31	52
46	52
31	46
46	31
97	96
96	97
59	25
25	59
59	78
78	59
96	59
25	78
78	25
25	96
96	25
78	96
96	78
86	21
21	86
86	87
87	86
86	7
7	86
86	90
90	86
21	87
87	21
21	7
7	21
21	90
90	21
87	7
7	87
87	90
50	77
77	50
50	19
50	67
67	50
66	19
19	66
66	67
67	66
77	19
19	77
77	67
67	77
19	67
67	19
64	55
55	64
84	55
55	84
84	65
65	84
5	55
55	5
5	65
65	5
55	65
65	55
92	9
9	87
9	37
37	9
1	92
92	1
1	87
87	1
1	37
37	1
92	87
87	92
92	37
37	92
89	23
23	89
52	89
74	89
23	6
6	23
74	23
6	52
52	6
6	74
52	74
74	52
14	55
55	14
14	19
19	14
54	55
55	54
54	19
19	54
54	70
70	54
55	19
19	55
55	70
70	55
19	70
70	19
71	27
27	71
71	67
67	71
27	86
86	27
27	65
65	27
86	67
67	86
9	27
27	9
9	15
15	9
9	86
27	36
36	27
27	15
15	27
36	15
15	36
36	86
86	36
15	86
86	15
70	87
87	70
70	69
69	70
87	29
29	87
87	69
69	87
29	33
33	29
29	69
69	29
33	69
69	33
96	88
88	96
96	7
7	96
96	33
33	96
88	7
7	88
88	63
63	88
7	63
63	7
7	33
33	7
63	33
33	63
43	3
3	43
43	92
92	43
43	31
31	43
11	3
3	11
11	92
92	11
11	31
31	11
3	92
92	3
31	3
92	31
31	92
52	85
85	52
52	40
40	52
52	42
42	52
85	40
40	85
85	42
42	85
40	42
42	40
40	20
20	40
42	20
20	42
6	65
65	57
57	65
65	19
19	65
6	57
57	6
75	6
57	75
75	57
57	19
19	75
23	33
33	23
37	23
23	97
97	23
23	80
80	23
33	37
33	97
33	80
80	33
97	37
51	54
54	51
51	24
24	51
51	12
12	51
51	47
47	51
54	24
24	54
54	12
12	54
54	47
47	54
24	12
12	24
24	47
47	24
12	47
47	12
85	83
83	85
85	68
68	85
85	1
1	85
83	1
68	40
40	68
68	1
1	68
40	1
1	40
72	8
8	72
72	22
29	56
56	8
8	56
56	22
22	56
29	8
8	29
29	22
8	22
22	8
71	72
72	71
71	82
82	71
71	12
12	71
72	82
82	72
72	17
17	72
82	17
82	12
12	82
17	12
12	17
81	83
83	81
26	81
80	83
83	80
80	54
80	26
26	80
83	54
54	83
83	26
26	83
54	26
26	54
15	40
40	15
15	8
8	15
15	39
39	15
40	8
8	40
40	39
39	40
40	91
91	40
8	39
39	8
8	91
91	8
39	91
91	39
79	97
79	13
13	79
80	79
79	81
81	79
13	97
13	80
81	13
37	61
61	80
80	61
61	50
50	61
3	37
37	3
78	52
52	13
13	52
52	55
55	52
52	2
2	52
78	13
13	78
78	55
55	78
78	2
2	78
13	55
55	13
13	2
2	13
55	2
2	55
20	18
18	20
20	25
25	20
20	53
53	20
20	31
31	20
18	25
25	18
18	31
31	18
25	31
31	25
54	40
40	54
54	7
7	54
54	84
84	54
40	7
7	40
7	80
80	84
84	80
7	84
84	7
94	32
32	94
94	85
85	94
94	47
47	94
66	94
32	85
85	32
32	66
85	47
47	85
85	66
66	85
47	66
66	47
85	39
85	89
89	85
39	46
46	39
39	89
89	39
39	52
52	39
46	89
89	46
55	30
30	55
55	88
88	55
55	61
61	55
55	45
45	55
30	88
88	30
30	61
61	30
30	45
45	30
61	88
61	45
45	61
17	89
89	17
17	95
17	38
89	95
95	89
89	86
86	89
89	38
38	89
95	86
86	95
86	38
38	86
44	54
54	44
44	47
47	44
44	46
46	44
54	46
46	54
47	46
46	47
47	76
46	76
76	46
90	56
56	90
90	98
98	90
90	54
54	90
90	85
85	90
56	98
98	56
56	85
85	56
98	54
54	98
98	85
54	85
85	54
48	1
48	43
43	48
52	1
1	52
52	43
43	52
1	53
53	1
43	53
53	43
75	49
49	75
75	68
68	75
75	15
15	75
75	40
40	75
49	68
68	49
49	15
15	49
49	40
40	49
68	15
15	68
18	76
76	18
79	76
76	79
3	79
5	76
76	5
5	3
3	5
49	51
51	49
49	63
63	49
49	22
22	49
49	37
51	63
63	51
51	22
22	51
51	37
37	51
63	22
22	37
37	22
33	43
43	33
33	12
12	33
40	33
43	40
40	43
12	61
61	12
12	40
40	12
61	40
40	61
50	34
34	50
16	65
65	16
16	81
81	16
34	81
81	34
65	81
81	65
