# Directed graph
# Simulated Graph
# Nodes: 1000000; Edges: 12000; k: 5; Generated Cliques: 100
# FromNodeId	ToNodeId
426867	487778
875058	753150
526128	356697
850508	676742
526284	918430
111526	961783
985177	340513
337550	180125
540084	571568
604687	828893
323695	796794
101809	321465
715245	426055
138781	261932
861821	601972
451763	580647
895841	538609
250885	303906
904667	392499
988693	428317
99813	712371
254504	287616
391860	638783
947624	233157
885792	764564
318324	158149
606509	853777
813539	488464
831764	814346
174857	601683
357323	902900
806638	362123
245387	746247
338108	804895
748694	557256
605374	582598
684180	672223
52362	383577
240310	854498
226850	323525
760153	755555
303080	374313
295046	443677
377321	846344
764667	253200
41480	318196
735248	763863
380705	754206
236579	729131
846106	30599
220399	661283
469746	271263
186063	617187
76662	786237
7030	949760
899232	636539
248406	797527
886787	916695
812727	176882
892653	224161
135865	773037
642086	846133
729998	974929
985211	154459
14948	41645
600943	643446
269907	589345
202558	421987
298094	637789
477130	174782
551576	778435
952886	153926
236864	50502
273897	706001
135870	805915
698731	91526
371668	465888
843467	304461
374868	296094
578989	58611
949858	876996
708216	798556
917283	751986
43075	849040
573605	753108
915602	14147
942402	294568
567838	419744
343749	165568
868687	650804
247944	374967
264193	405303
349400	607473
965409	301495
661073	558321
256372	67224
796181	354848
301982	79731
361526	258039
638925	611698
263152	500065
66552	226948
227603	364180
366838	812749
981153	976120
319840	473973
990129	925887
920662	549743
848735	525937
940976	257011
258788	624978
159136	80206
620036	174204
162907	211229
267476	581047
534666	448001
654422	732680
276515	181494
490370	333539
145922	181847
609630	710863
475472	567939
213197	479367
90502	417101
867799	667777
663598	325810
84896	443863
312260	227758
877410	994663
41721	485838
664096	169913
461400	605740
730532	821876
778436	85487
472549	432748
937978	228384
581156	17209
641050	722542
215177	415929
587666	954012
677599	818679
233632	93313
849238	837973
681506	441510
989832	167129
204409	418674
501132	197157
405718	327896
184082	109035
23135	291690
87621	129687
356228	200618
88092	418471
469830	206103
55059	896366
208698	893113
998904	992214
345589	141834
116441	989325
307633	388375
57237	758146
374104	807484
449033	584623
948814	866448
882480	191436
810260	451974
876917	754958
891945	859995
474517	508772
280513	837857
962489	121838
595924	426709
454273	504238
356165	867479
301179	543957
861545	776695
570431	533878
536214	908921
493827	490222
218840	20831
194493	515998
128998	869637
94997	141028
509924	937562
190515	78088
622622	437212
584049	475373
628779	333863
482606	935162
860376	53093
170045	472273
420779	174409
988895	61715
332610	34353
290024	184635
880354	492229
403336	433780
962568	695039
399747	753600
894844	435359
938942	614317
593446	510203
976130	595940
707183	3790
993553	435530
204741	903902
910263	436946
741735	631960
901041	828533
651526	787671
347567	129932
822558	535190
644691	855588
906981	292514
780497	225572
304062	454323
515820	606399
708231	792012
529983	977406
130244	36317
269152	287221
603333	319549
543079	175314
287902	246137
467859	186338
363293	421297
13607	92031
293530	769780
824615	30136
955204	490762
953204	679482
973201	736358
713041	856993
987038	681055
169308	725384
889158	876836
555268	710045
466449	343260
19767	922173
95371	407416
504885	190868
909163	576079
814478	390427
885383	395225
601742	556073
52188	401561
616809	628450
265666	352073
860836	498864
338919	159695
1443	638
228927	811917
512734	93363
975162	556340
273076	716688
429805	752635
617606	962808
755804	97892
889681	357791
674285	518638
685852	597717
277880	962214
451737	897585
178177	968555
263051	795873
17616	24926
417877	126318
183	991703
512099	287003
908467	985978
802430	779891
324204	16350
190623	513703
788151	944911
108300	918359
901326	944600
393647	465652
550043	725013
269552	579084
469717	800744
698636	317006
612090	176702
49262	3987
643456	320477
613521	631014
314160	873674
50142	834350
467297	777704
877133	591588
134981	551451
20692	656639
662055	144874
97484	357035
667550	728048
610771	974754
927213	202934
579893	853826
488051	846208
978954	679167
9865	368865
280878	733453
564859	471796
385767	919874
719262	244364
429733	621486
948482	504253
897582	931689
467554	612445
317343	175431
38597	642520
997881	818358
233057	962705
481818	705651
429778	327464
670438	390283
849002	153091
396862	885148
389882	908865
266105	617551
841678	884545
614595	811677
382380	785745
530179	849222
481205	560019
927252	409458
412218	278490
350253	643711
744355	363103
815379	642186
814508	97411
694857	188554
523475	853407
597442	124436
468007	203537
299751	130980
823322	573659
788900	351832
197539	751213
647450	45182
691675	99782
580729	40611
568216	613118
124192	664803
916137	892202
992784	504610
932783	365709
891652	104435
86966	723962
926050	92350
740784	659898
781662	916387
503959	978777
898540	359161
427321	938933
39105	56623
598911	906196
329333	721183
891425	814016
356128	396250
404596	792476
190863	58728
938147	468946
195655	786129
444445	364500
434803	743817
662762	834921
392781	509315
216626	934363
555579	279972
677836	453617
13308	128797
351162	953676
482421	85485
314617	22034
202948	440632
7268	923310
510173	344891
633558	31643
347902	442172
540372	630417
33687	422193
714465	206372
611928	158628
616499	548342
997284	196565
312046	659951
900103	458483
891710	286579
549828	151405
69511	181204
124814	849254
819449	682241
698701	341070
346368	489495
493879	616694
170132	460477
880809	788837
496600	666012
623674	122075
376807	754388
667263	804144
72118	760851
397161	791189
810085	355327
248781	566490
609621	178081
836120	400230
822722	389478
114790	585215
865390	388091
526251	650632
288361	643315
473599	49720
871585	324788
28718	409037
216840	554024
791354	534931
784009	591031
931632	718095
963161	901279
209904	364204
120991	114724
626384	708197
529454	155533
244357	170096
777926	676188
959695	168106
112539	328600
744632	65612
310873	349182
215017	84461
473950	173636
52730	722162
774862	984959
48862	675426
392106	658223
401954	177305
186425	673325
224382	573761
680248	732584
273766	822914
403360	746
769501	146599
413864	273092
542997	546446
163293	710392
115137	957630
842324	845839
265344	105850
382569	529519
991746	516435
993418	741363
390712	943172
267481	346826
384813	608532
242178	825287
549998	812857
661121	256289
47419	958663
415143	177735
851848	177944
335445	781619
664008	290095
470935	386650
99110	526702
484786	240813
105202	223916
76285	26015
898896	553408
773537	894601
522458	570061
880526	281225
208285	991090
265912	335507
632430	943862
664556	305783
166238	303931
627089	512118
537768	115108
135882	110167
141062	205234
460443	767319
523331	363888
768237	122700
233042	578043
507201	370444
807355	449273
144308	84150
408277	911068
876327	531658
907154	386496
733682	873257
760866	884513
993981	107099
668745	495288
123395	833693
995057	271453
303766	700076
777015	144762
776032	57319
185891	680378
720653	493255
222569	789291
616744	446033
947304	701153
235819	129695
309445	748518
914060	442431
10025	880684
224639	375905
986429	613447
873699	198200
365264	517907
224297	551739
744943	746594
2035	374581
210026	892535
905959	545484
199819	964615
581157	959368
836329	827714
95552	917531
180037	800875
910514	542929
917769	466151
424142	914013
181104	28592
834535	646406
228506	19147
239679	628330
798386	494502
797032	792012
747649	626373
731250	692914
150747	3100
687852	778021
120456	371858
574873	409054
116037	384190
978069	76811
713786	322662
65019	531773
660377	28588
815796	250831
126913	925253
495939	89525
815846	720850
865882	221260
835961	434510
777075	451219
758386	431454
956951	40755
274919	398971
356841	49551
633483	567243
525945	447063
404197	643051
10237	315972
172542	93787
860100	452445
482272	510455
800290	5973
232558	151211
742930	899912
338881	702896
378525	115815
206426	6678
7139	612267
783763	999734
186888	31942
159815	205281
865527	588394
524236	642268
825534	194013
643290	348774
319336	640411
965238	282198
520461	859928
907891	147584
511940	393592
299210	658720
371028	295217
520438	218754
284946	897670
272050	400363
613797	312965
436277	926465
184666	871984
650256	137835
771866	155984
470915	101278
766156	541207
233684	432745
526844	825681
770308	700951
82568	156106
71769	823575
796329	224182
940010	674009
891392	387126
535874	314661
765456	701144
971666	268801
58134	775303
35892	381781
143141	381836
411374	271263
389252	756968
883545	971087
621445	427855
77464	650532
807906	275325
342210	395775
779912	906778
971143	22291
728466	929774
641021	34938
464911	903052
394582	555776
42613	301826
577718	321662
761011	644761
793794	90793
757654	461369
941377	727049
63399	31628
861918	747638
872128	472645
991943	545134
580128	504015
183414	897806
746599	989643
480602	552086
981671	457348
886826	668240
439386	782093
241246	742432
906200	898024
43913	897620
514057	310401
954947	947445
976850	909088
824047	673890
705749	757078
949899	861980
367292	400698
669245	639546
797280	829298
27608	899323
154045	182458
199276	176827
722753	208410
24457	362987
759140	476195
680148	586843
875241	228509
783638	70968
302598	153797
445727	968661
145441	252637
609850	605014
635925	17213
125462	944866
279780	305822
119397	615172
648143	347940
921190	898854
659863	505831
82874	59416
619614	11967
516653	45887
156088	470906
74822	589236
548284	688752
365473	731035
783553	84871
77867	526066
297797	829515
881465	703516
901449	300264
235836	548063
864548	795117
437943	985045
62603	559272
578297	722795
277758	712604
925525	964585
762414	332700
880944	117384
937002	999474
462836	264809
204814	224548
966076	862325
724295	154598
899977	508098
76093	970275
624030	555164
21385	924799
688327	348137
676921	770850
855315	6840
284681	486808
700008	267426
71975	491831
58568	153939
488867	452096
874469	960389
428818	699371
225295	882346
189722	22342
900841	118321
657652	178428
194070	188203
112927	152425
1226	607115
504374	359529
412553	899850
586015	801058
505634	471139
815285	923195
668526	640271
533318	977262
128441	297213
21244	415106
925332	689423
573784	260588
535467	129106
99654	351439
850174	289283
172092	702065
619448	350580
519920	866308
809730	346850
143564	712537
669299	558228
355705	908274
792492	369287
817084	962043
528818	12966
57023	349372
920117	327906
728040	1486
525374	254400
606340	75188
251076	168757
454693	621313
599900	292628
271176	790871
73506	178947
132512	7436
446735	434760
795245	708314
204183	815508
482085	198883
273557	959130
927170	84453
83887	391205
678104	831750
341155	761894
359507	483540
448202	305605
975771	493992
935947	814176
946190	773208
258722	308335
53495	775751
813582	281393
450708	434217
750984	147942
270430	550291
542436	212406
864963	234542
552513	168391
276611	628693
657649	379610
267148	707474
149289	787451
937957	320016
304711	999305
888140	938044
424052	777399
195440	179772
589138	403379
44370	998906
473779	597684
283448	321410
912511	848195
573573	641268
156014	412341
97217	572943
476307	336745
502300	814451
879960	979662
782877	924006
424873	942084
29500	220337
500111	646182
795192	479662
963147	698083
845064	227843
296884	236115
851058	949685
47244	149989
202135	318872
862842	942959
403050	898455
731088	45343
158874	360625
164281	135331
673433	32958
231926	321893
835929	169237
638483	219356
702357	217984
149833	621344
155252	75788
11134	524913
903713	28936
902173	379641
470718	561080
460110	224150
498545	480670
859307	597404
77678	726772
603310	135654
340084	268199
609387	747547
698645	79380
589589	679440
814222	836895
683061	599063
667474	848796
934899	766756
268694	442038
61389	79332
973649	980494
937895	851044
538003	478583
766541	832614
569918	308696
813031	899434
232146	931700
123685	854283
312046	752453
856186	893094
331433	871849
663398	412345
881834	115573
459954	741002
903892	50147
212827	983166
744345	65274
957908	980380
786464	839346
875408	86709
737352	810734
339261	8257
803902	423323
106154	383972
962808	886569
354801	712373
52302	856034
377087	724414
464857	651212
516570	366851
165123	232412
130380	949949
56694	279258
397345	574091
708818	943884
99536	442895
309536	919614
846431	771244
535414	803917
818830	655006
790086	742468
638332	341175
992680	246238
586143	587893
584340	563942
880912	327638
364458	219495
616764	109891
969224	454085
33638	283219
333318	524022
153487	507992
390970	436375
441985	547183
553749	108850
742420	142628
233286	770408
822304	789933
319019	104436
381489	343742
194048	687424
552956	416053
718534	902428
430747	820935
501158	997661
112927	68732
75572	482107
805944	974603
530022	801079
694123	121978
962340	274807
427269	77857
480523	476232
942241	848060
630945	38613
69313	963989
269070	892203
145954	226461
534482	317504
305671	66251
167954	759786
570182	261477
303311	976884
806526	513970
350276	651890
912466	310016
881893	349756
676833	374516
126340	174422
622861	785340
587365	214197
843594	280034
921243	896384
343955	958366
465934	991121
258464	748974
711448	445439
655093	213472
296133	876686
961940	719229
125773	638364
745399	881537
755951	804768
842745	210656
602624	243241
43446	238848
299905	227839
222849	565361
577799	579447
904915	858697
274466	304723
692349	726370
300818	42558
796612	633894
748492	441612
40115	463260
106371	811095
207671	105610
969556	557898
290082	302
896302	946777
20853	762923
284809	179620
841246	779661
203194	252666
682801	750473
571727	290072
321321	984644
478118	304379
779568	589949
664154	376988
299845	148847
196661	885901
244848	932380
66236	601299
625384	962460
463837	321727
354662	71503
432362	455799
47640	4312
770916	867479
446848	728032
382418	809779
948538	216399
295072	817216
367386	280838
53290	267476
778004	946585
95558	189358
671955	991012
45769	38148
626231	342113
176929	424058
548612	159465
446814	427243
230533	963041
902630	876775
187611	620394
925289	715503
815944	7038
854640	760201
178295	291638
66970	294344
883980	741175
489622	728511
72303	897559
849606	471972
251355	515255
367740	41358
756964	576150
760620	258088
301721	388011
989769	710463
796211	572095
553331	695901
909275	206055
959625	219503
334984	726084
143355	978442
382827	56120
218664	250973
731074	463044
495218	391711
274574	361328
947226	885510
775472	382387
88692	648042
90124	793343
435959	934306
34581	224717
326950	711725
425023	292231
427155	983265
299991	566811
320610	489044
769171	214072
984971	629727
923273	659032
76692	212319
716815	150589
686998	870586
493400	194202
429576	65800
874320	357730
984885	760136
179665	506157
759049	972790
307296	879465
935201	360723
172509	63973
280898	608571
849598	721816
506481	512109
240493	841744
858630	470160
345429	856734
463518	290847
710192	81615
896983	700858
402746	939314
218166	547525
948206	50793
117026	932231
75951	126288
791913	941804
836594	430500
272138	967676
737842	229188
410643	727558
75970	537219
10415	267476
81417	608863
896799	563258
836501	849043
821359	551505
357186	567070
548019	372559
783548	859152
259986	828317
206761	345684
256711	815318
714726	684782
278645	39513
820460	773942
107537	702246
377310	935139
596442	750091
986995	502564
249967	547225
187330	758592
62663	520229
385133	621662
79412	661607
529107	106707
941512	927785
427679	35268
303308	651474
288726	449676
434904	771939
881971	652955
312669	437459
752825	17497
264812	29964
155283	924175
912048	225057
629323	552186
175402	989621
502781	18588
780368	794841
254693	536832
203664	91547
831120	793066
652005	330293
729712	814657
219655	208833
867699	963618
663108	713769
792555	859026
233439	725182
478518	964629
335342	83591
741501	424837
981947	746981
984809	27715
53189	224320
797105	104653
843644	671591
246388	358543
634353	27332
681674	422166
257829	181137
774750	594478
874738	63110
967509	576736
841122	616448
438606	95526
991971	436772
119665	400194
638871	344109
91889	594271
75707	869927
979236	642754
797905	836771
181090	747545
242395	144291
516587	522410
464808	5390
576827	537590
843855	24586
213068	354613
422086	142017
624129	221265
736002	525361
649006	643411
955626	93114
324645	410166
658695	539307
40866	416910
384333	831291
404866	923485
517086	521315
612891	390166
501238	188363
979606	769625
686479	432867
166562	771776
206253	121826
685251	994703
903108	489718
855031	700390
920862	514218
610144	755475
598746	539435
690791	948402
434586	515522
757764	973767
152593	833247
111556	428514
220948	924626
774016	580200
407621	416639
986883	302040
23082	413493
277096	973047
767478	389158
556750	179926
802143	236329
833238	529659
514635	66712
572478	23739
665154	687318
663915	127628
930961	131109
481856	339028
16708	955026
29186	780673
116188	815942
657522	199123
732607	596035
891617	954819
687840	299347
723628	81697
154683	814661
740469	265733
286201	333204
318368	900404
469183	383450
467444	916359
42282	316915
182194	258283
203253	622230
571398	571020
149971	67695
519708	484982
201456	12293
953593	855836
680052	304050
787335	255278
841746	625366
572134	707434
467205	515401
61997	939871
802656	953953
959084	841296
473133	280232
175905	390369
408341	448094
478667	628274
44263	587281
125116	919191
25725	365684
829574	776855
43376	810046
359916	46175
126080	963601
943218	846311
925596	188936
469242	660679
44709	140642
23524	825410
849447	748866
335820	844802
357956	340110
294178	705197
607452	535988
600093	911323
172110	748062
489013	466749
181612	321813
505895	956963
975521	3401
172741	223260
12196	44242
715640	474572
845481	966813
177871	857106
224075	507212
765155	308802
188645	317441
162784	904763
593712	981889
614336	51525
784891	59780
437569	399403
750062	839480
532636	639370
802361	732848
614815	798405
645204	495437
252262	20257
485441	183420
317545	333348
624900	789862
680088	156470
579702	270371
844682	196799
935730	543289
481321	625590
511914	475842
794393	818664
165505	650533
92695	259448
793773	164427
251037	130609
123481	204179
906612	701914
887286	805947
205702	12082
375497	446455
272674	16677
840053	718609
946319	87260
885464	183796
510934	522488
770338	707958
74731	546999
434437	775329
444486	230667
446411	645353
215873	287425
72819	240771
111949	974589
904950	999079
741333	388510
960694	789050
509605	136375
758186	58842
313758	506413
147353	728027
657136	437776
593441	33117
456353	209401
936902	130324
201021	142152
192632	310199
530963	737339
619269	883472
448432	973087
490931	707802
974864	824098
17129	354993
268722	18641
611109	921461
599527	87653
162852	140671
951864	991279
499566	769141
910148	793841
281530	101620
639882	969783
385213	613044
922444	510493
976424	942928
32059	843431
853360	995274
281955	817586
363437	706248
58962	962825
731880	201396
395548	225625
902425	611489
126697	591304
370499	530025
184186	937681
304280	568942
183586	558775
961367	395177
288698	916832
183774	815043
412032	171249
418247	96595
782061	496654
719102	26038
831205	760684
153820	13748
369287	555813
186834	905251
880351	938234
700195	301768
730563	797821
919028	730187
414492	908640
39461	168680
642646	399853
710546	681847
679889	929712
41097	848595
520126	857968
579948	724050
287384	234861
84908	541181
140024	427476
78005	124244
145716	429967
704639	891389
88838	742129
119743	185665
73768	655947
263178	973026
237035	977004
384454	362362
797588	740523
766734	723081
236958	510165
845079	723713
153439	546589
350158	396552
373026	787389
470076	743468
154205	772978
253234	167910
149343	211885
261754	651897
834478	632309
763018	691047
238694	283316
537708	419498
454399	698041
257357	758220
896360	995051
721608	228716
258001	453053
339743	447554
108530	890603
497023	754452
951790	573043
959295	559335
878129	145526
446795	415595
634743	680752
426241	539057
779770	814798
113262	72638
684223	765147
341939	785464
677088	94426
94427	688368
748241	54696
155306	132719
369652	284448
427206	998678
372144	94054
574775	681948
600319	556398
579659	563326
336446	571127
720512	569816
926702	820478
147032	812638
638024	181406
457184	590685
690895	292405
71474	123870
948439	774842
467411	364771
329193	756534
598520	76339
392371	921225
408151	390835
31650	490563
601107	744322
383620	613323
651633	658305
402018	816031
778951	691776
24320	374117
884764	333108
938114	864298
846765	449483
130772	376583
442477	103973
769818	991814
722052	644846
664845	98178
978176	178291
340317	952923
373448	895457
504984	826192
611744	657838
119343	70691
782176	765557
184867	111812
205287	746717
296603	181693
702886	177202
85990	306630
903305	448137
735089	355295
247079	434730
603264	40223
145242	294703
663191	413383
638028	298029
533217	512344
501727	378159
492593	745202
373106	851132
620621	880050
203251	949465
585558	651734
169843	486805
771572	671964
133211	105643
580548	60184
104283	155115
660600	444128
464228	428759
494722	612923
288431	307686
233485	894975
487178	222401
340974	662430
109486	867841
555879	214744
529847	622546
186197	909616
463420	265177
114655	188355
976108	612430
423420	434257
941277	670431
870184	131696
978976	819914
280614	1800
615233	319131
391531	477065
734500	150538
733250	833101
759590	650489
746848	142491
103088	335589
991462	944146
965228	920843
14322	873858
361615	484957
113971	622604
75600	868247
834081	262194
124897	700321
331483	385753
244109	726904
218107	788905
633312	524287
766906	388422
755013	187285
627671	980774
290338	751415
788803	36546
486407	19028
871939	229893
766676	569622
758048	913641
319640	927968
166679	898856
390221	290886
272705	732250
503081	76860
960848	609041
323571	136784
863003	45775
606739	420955
333255	860728
612577	665447
918338	721075
904565	587686
307591	446564
710822	953897
73869	266309
486780	474781
469864	173674
696703	413918
532093	359417
350331	634315
778540	959416
942475	427185
363349	622081
855236	230809
778319	465189
959642	102280
803388	132825
59783	260257
500874	797586
62159	865644
647082	610653
705986	112829
162127	318885
990799	532919
516875	855931
920570	692257
442430	876510
850558	243694
286070	105801
386830	153519
310108	598181
574714	335640
70567	347853
34045	959010
975140	898081
623355	293278
103668	121052
39134	726466
606100	196135
82890	955155
967296	220855
101647	839450
787126	395844
933291	680246
978490	458077
831199	909933
904334	850450
73424	241431
642957	145108
97304	12213
83545	778470
951743	651476
233611	784649
228778	205406
630462	680020
56110	929889
161736	152840
601833	893453
472554	831190
103835	415477
591229	673617
44319	835018
761321	413811
806840	884753
489078	970619
154077	763234
38231	53000
794326	128391
819188	912903
397118	744098
655800	379802
887045	105491
376667	319606
7279	841351
708871	783834
28396	809855
566186	595490
872143	916325
776331	840221
113128	862226
817174	576649
380673	707449
337466	186732
18822	160598
422526	663985
138052	512713
170748	321169
350171	974084
604929	342562
739933	63599
943364	781719
326351	271112
225353	29636
933098	701390
822519	699366
60728	430092
998926	757565
271529	647465
291514	41711
848624	776912
400337	68143
170060	744254
629278	471283
938747	525785
87813	177216
400254	944779
201261	189725
268623	714283
348462	493851
934794	14828
408797	557150
529618	634564
19179	723599
789935	645191
554093	296186
549545	405794
305484	237291
560333	400551
896082	995235
914165	424563
154076	769495
536374	533940
848773	85074
530559	392213
226574	514217
161331	189127
791408	80377
473983	487872
562190	723869
847419	491030
630817	643296
42986	964374
558956	936541
612273	49160
860862	764404
222553	313455
695163	285593
404102	667873
419015	871910
46625	397203
949677	362811
602669	707427
33979	415425
200668	130628
621638	617743
648771	61919
733398	331889
395707	441614
251851	590507
99002	460883
616304	331791
391021	89713
31516	295688
423278	80532
686815	782868
804370	491882
172813	556936
16757	852079
385193	105082
565990	269622
248936	78660
669610	623692
744299	869252
71185	423652
261071	658286
101029	650379
676059	689262
685689	122667
625791	959781
332817	924881
471108	878131
752458	270864
287559	575777
28881	160541
656850	121850
574505	649444
895734	814885
563774	479156
908499	519266
687306	559871
552069	503288
901534	269177
309590	994320
663523	783613
400972	332428
908455	303354
908653	797612
968878	615380
296027	898014
623178	394597
87199	98691
566670	866653
914642	707636
383514	810428
264522	486844
891483	45969
399815	580235
683957	493098
276635	808175
349641	245327
343977	229265
154660	686366
236481	930155
141796	540952
797117	415531
401487	423393
576843	993118
821321	469752
723025	517016
317650	527436
375797	694712
357733	360703
209625	554795
235825	93844
850982	464824
853995	38157
857286	255676
226784	862359
673256	682741
260233	610489
121393	770864
726932	320732
178530	755673
121341	748337
82540	241368
322141	193686
480111	895351
219419	911162
653485	32830
287740	125900
697889	399953
801273	633565
848471	927394
445498	379379
50815	882765
111370	458624
698119	339392
711778	294854
834950	942009
415117	397468
839869	724974
970994	51521
420985	789383
742331	384036
564737	272434
199244	867597
60628	595
919130	135115
954963	210668
222418	721569
636448	970542
873016	164925
323531	725848
693529	777385
80079	59538
501110	754213
620242	961468
197913	878785
58573	200885
918971	958337
769199	948951
495207	493196
356806	749046
774963	638042
384092	991023
235528	290271
849060	658766
189675	485189
899237	881672
28129	886971
563413	555984
127914	226859
56346	528447
242274	919221
515512	412928
356807	514591
191075	288955
458344	582715
256935	599408
534994	147826
138991	303345
520044	876320
372000	919777
821215	256665
824355	230226
506088	125134
4621	637690
776181	496695
484478	619605
63939	524031
604905	462360
447915	988286
530647	129231
914267	185402
743620	895961
336886	101891
794609	102932
236000	430778
895329	215466
358881	668224
210177	706212
628167	938463
215969	504179
876073	596958
133621	977228
300651	623663
240551	806269
391205	105567
265366	670623
980226	681435
444518	452948
957671	336660
883509	964563
976150	502344
830546	677941
187991	980797
71089	449391
736979	906717
696019	223844
691313	213768
59495	348828
467778	733011
999197	691335
322160	632554
846191	18850
664365	844911
787308	898036
393646	815109
600876	615042
281242	853800
989454	739811
738801	459397
506543	467693
358848	908391
359979	408451
51089	22052
560169	710089
248071	120766
312112	5685
496449	616404
992942	893204
893261	886552
199270	346136
307378	340299
927954	246798
985761	411324
381085	540320
37051	280811
208259	697478
616829	84563
267477	488238
106969	241761
590775	931644
640520	943001
808867	863560
406967	380769
854267	740014
732100	178786
925883	386789
214960	407595
705942	488100
564024	116199
341936	300976
431938	778803
920116	401508
136779	832654
64411	838698
723814	603782
485367	107412
26967	623419
103048	470115
640891	142535
508933	349725
784248	718541
837077	411142
718558	394654
303810	622364
375607	860076
46698	730409
613873	217025
